catalogue_id,product,company,salt,dosage_form,pack,reference_price,discontinued,search_text
MED0181534,Qukmox-CV Tablet,Kayess Healthcare,,allopathy,,157.0,False,qukmox-cv tablet |  | kayess healthcare | allopathy | 
MED0181535,Quoden 8mg Tablet,Quixotic Pharma Pvt Ltd,,allopathy,,48.0,False,quoden 8mg tablet |  | quixotic pharma pvt ltd | allopathy | 
MED0181536,Qflox 200 Tablet,Overseas Pharma Pvt Ltd,,allopathy,,63.0,False,qflox 200 tablet |  | overseas pharma pvt ltd | allopathy | 
MED0181537,Q Rami 5mg Tablet,Q Check Speciality Care,,allopathy,,87.47,False,q rami 5mg tablet |  | q check speciality care | allopathy | 
MED0181538,Q Pril H 10mg/25mg Tablet,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,69.1,False,q pril h 10mg/25mg tablet |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0181539,Q Tax 1000mg Injection,Emcure Pharmaceuticals Ltd,,allopathy,,29.87,False,q tax 1000mg injection |  | emcure pharmaceuticals ltd | allopathy | 
MED0181540,Quincor-OZ Tablet,Aeon Remedies,,allopathy,,84.8,False,quincor-oz tablet |  | aeon remedies | allopathy | 
MED0181541,Qualactum Duo Syrup,Quixotic Pharma Pvt Ltd,,allopathy,,75.0,False,qualactum duo syrup |  | quixotic pharma pvt ltd | allopathy | 
MED0181542,Q Tax O 50mg Suspension,Emcure Pharmaceuticals Ltd,,allopathy,,94.28,False,q tax o 50mg suspension |  | emcure pharmaceuticals ltd | allopathy | 
MED0181543,Qvsys-DSR Capsule,Astracure Lifesciences Pvt Ltd,,allopathy,,110.0,False,qvsys-dsr capsule |  | astracure lifesciences pvt ltd | allopathy | 
MED0181544,Q-Clav Dry Syrup,Innokon Laboratories Pvt Ltd,,allopathy,,69.9,False,q-clav dry syrup |  | innokon laboratories pvt ltd | allopathy | 
MED0181545,Queency 100mg Tablet,Tweet India Pharmaceuticals Pvt Ltd,,allopathy,,57.5,False,queency 100mg tablet |  | tweet india pharmaceuticals pvt ltd | allopathy | 
MED0181546,Qubast 20mg Tablet,Quantum Formulations,,allopathy,,72.0,False,qubast 20mg tablet |  | quantum formulations | allopathy | 
MED0181547,Qinofal 600mg Tablet,Almed Drugs Pvt Ltd,,allopathy,,115.0,False,qinofal 600mg tablet |  | almed drugs pvt ltd | allopathy | 
MED0181548,Quitemax 200mg Tablet,Betamax Remedies,,allopathy,,128.0,False,quitemax 200mg tablet |  | betamax remedies | allopathy | 
MED0181549,Qucef 100mg Tablet DT,Quixotic Pharma Pvt Ltd,,allopathy,,115.0,False,qucef 100mg tablet dt |  | quixotic pharma pvt ltd | allopathy | 
MED0181550,Qceph 500mg Capsule,Emcure Pharmaceuticals Ltd,,allopathy,,98.34,False,qceph 500mg capsule |  | emcure pharmaceuticals ltd | allopathy | 
MED0181551,QC 8 Eye Ointment,Medivision Pharm,,allopathy,,70.0,False,qc 8 eye ointment |  | medivision pharm | allopathy | 
MED0181552,Qutaford 100mg Tablet SR,Oxford Pharmaceuticals Pvt Ltd,,allopathy,,80.0,False,qutaford 100mg tablet sr |  | oxford pharmaceuticals pvt ltd | allopathy | 
MED0181553,Q.Mont Kid Tablet DT,Triton Healthcare Pvt Ltd,,allopathy,,69.72,False,q.mont kid tablet dt |  | triton healthcare pvt ltd | allopathy | 
MED0181554,Qtajas 300mg Tablet SR,Ishjas Pharma Pvt Ltd,,allopathy,,195.0,False,qtajas 300mg tablet sr |  | ishjas pharma pvt ltd | allopathy | 
MED0181555,Qutiwind 25mg Tablet,Sanix Formulation Pvt Ltd,,allopathy,,47.85,False,qutiwind 25mg tablet |  | sanix formulation pvt ltd | allopathy | 
MED0181556,Q Cidrox 250mg Tablet DT,Que Pharma Pvt Ltd,,allopathy,,23.05,False,q cidrox 250mg tablet dt |  | que pharma pvt ltd | allopathy | 
MED0181557,Quen 400mg Tablet,Megavision Pharmaceuticals,,allopathy,,90.0,False,quen 400mg tablet |  | megavision pharmaceuticals | allopathy | 
MED0181558,Q-Clav 500mg/125mg Tablet,Innokon Laboratories Pvt Ltd,,allopathy,,177.0,False,q-clav 500mg/125mg tablet |  | innokon laboratories pvt ltd | allopathy | 
MED0181559,Qraspan D 10mg/40mg Tablet,Q'RAS Pharmaceuticals,,allopathy,,60.0,False,qraspan d 10mg/40mg tablet |  | q'ras pharmaceuticals | allopathy | 
MED0181560,Qticare 25 Tablet,Care Formulation Labs Pvt Ltd,,allopathy,,38.0,False,qticare 25 tablet |  | care formulation labs pvt ltd | allopathy | 
MED0181561,Quinflox 500mg Tablet,Smiles Healthcare,,allopathy,,74.0,False,quinflox 500mg tablet |  | smiles healthcare | allopathy | 
MED0181562,Qucef CV Oral Suspension,Baroque Pharmaceuticals Pvt Ltd,,allopathy,,75.5,False,qucef cv oral suspension |  | baroque pharmaceuticals pvt ltd | allopathy | 
MED0181563,Quilox 500mg Tablet,Hamax Pharmaceuticals,,allopathy,,49.92,False,quilox 500mg tablet |  | hamax pharmaceuticals | allopathy | 
MED0181564,Q Anzol 200mg Suspension,Que Pharma Pvt Ltd,,allopathy,,15.8,False,q anzol 200mg suspension |  | que pharma pvt ltd | allopathy | 
MED0181565,Qusopan 40 Injection,Lxir Medilabs Pvt Ltd,,allopathy,,46.5,False,qusopan 40 injection |  | lxir medilabs pvt ltd | allopathy | 
MED0181566,Quikace T 4mg/100mg/325mg Tablet,Aplonis Healthcare,,allopathy,,184.0,False,quikace t 4mg/100mg/325mg tablet |  | aplonis healthcare | allopathy | 
MED0181567,Q Vid TZ 200 mg/600 mg Tablet,Que Pharma Pvt Ltd,,allopathy,,56.2,False,q vid tz 200 mg/600 mg tablet |  | que pharma pvt ltd | allopathy | 
MED0181568,Qukcef-LB Tablet DT,Kayess Healthcare,,allopathy,,127.0,False,qukcef-lb tablet dt |  | kayess healthcare | allopathy | 
MED0181569,Qupanta 40mg Injection,Quepreon Biologicals Pvt Ltd,,allopathy,,45.25,False,qupanta 40mg injection |  | quepreon biologicals pvt ltd | allopathy | 
MED0181570,Q Ciprox 250mg Tablet,Que Pharma Pvt Ltd,,allopathy,,30.56,False,q ciprox 250mg tablet |  | que pharma pvt ltd | allopathy | 
MED0181571,Qace SP 100mg/325mg/15mg Tablet,Dr Kumars Pharmaceuticals,,allopathy,,85.0,False,qace sp 100mg/325mg/15mg tablet |  | dr kumars pharmaceuticals | allopathy | 
MED0181572,Quinotop 500mg Tablet,Talent Healthcare,,allopathy,,59.0,False,quinotop 500mg tablet |  | talent healthcare | allopathy | 
MED0181573,Qsart 20 Tablet,Quads Biotech Healthcare Private Limited,,allopathy,,38.0,False,qsart 20 tablet |  | quads biotech healthcare private limited | allopathy | 
MED0181574,Quinther LF Kid Tablet,Que Pharma Pvt Ltd,,allopathy,,66.66,False,quinther lf kid tablet |  | que pharma pvt ltd | allopathy | 
MED0181575,Quinoquin P EC Tablet,Leo Pharmaceuticals,,allopathy,,30.0,False,quinoquin p ec tablet |  | leo pharmaceuticals | allopathy | 
MED0181576,Qualitreo 1gm Injection,Neiss Labs Pvt Ltd,,allopathy,,630.0,False,qualitreo 1gm injection |  | neiss labs pvt ltd | allopathy | 
MED0181577,Qpmox 250 DT Tablet,Anista Healthcare,,allopathy,,69.0,False,qpmox 250 dt tablet |  | anista healthcare | allopathy | 
MED0181578,Quitsun 200mg Tablet,Sunrise Remedies Pvt Ltd,,allopathy,,85.0,False,quitsun 200mg tablet |  | sunrise remedies pvt ltd | allopathy | 
MED0181579,Quick Calm 10mg/1mg Tablet,Bindlysh Biotec Ltd,,allopathy,,14.0,False,quick calm 10mg/1mg tablet |  | bindlysh biotec ltd | allopathy | 
MED0181580,Qutil Suspension,Little Greave Pharmaceutical Pvt Ltd,,allopathy,,54.9,False,qutil suspension |  | little greave pharmaceutical pvt ltd | allopathy | 
MED0181581,Quetimax 100mg Tablet,Invision Medi Sciences Pvt Ltd,,allopathy,,50.0,False,quetimax 100mg tablet |  | invision medi sciences pvt ltd | allopathy | 
MED0181582,Quevo 50mg Tablet,Avyukt Pharmaceuticals,,allopathy,,49.0,False,quevo 50mg tablet |  | avyukt pharmaceuticals | allopathy | 
MED0181583,Quinobact 250mg Tablet,Abbott,,allopathy,,41.96,True,quinobact 250mg tablet |  | abbott | allopathy | 
MED0181584,Quincad OZ 200mg/500mg Tablet,Caddix Healthcare,,allopathy,,77.2,False,quincad oz 200mg/500mg tablet |  | caddix healthcare | allopathy | 
MED0181585,Qinet 100mg Syrup,Bennet Pharmaceuticals Limited,,allopathy,,66.0,False,qinet 100mg syrup |  | bennet pharmaceuticals limited | allopathy | 
MED0181586,Quticad  50mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,40.0,False,quticad  50mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0181587,Qufline BR Syrup,Fealth Life Care Pvt. Ltd.,,allopathy,,59.45,False,qufline br syrup |  | fealth life care pvt. ltd. | allopathy | 
MED0181588,Qupod 200mg Tablet DT,Quest Pharmaceuticals,,allopathy,,220.0,False,qupod 200mg tablet dt |  | quest pharmaceuticals | allopathy | 
MED0181589,Quetium 100mg Tablet SR,Fawn Incorporation,,allopathy,,89.9,False,quetium 100mg tablet sr |  | fawn incorporation | allopathy | 
MED0181590,Q Zolid 100mg Dry Syrup,Krishlar Pharmaceuticals,,allopathy,,125.0,False,q zolid 100mg dry syrup |  | krishlar pharmaceuticals | allopathy | 
MED0181591,Qupod Dry Syrup,Quest Pharmaceuticals,,allopathy,,58.0,False,qupod dry syrup |  | quest pharmaceuticals | allopathy | 
MED0181592,Quinther LF 80 mg/480 mg Tablet,Que Pharma Pvt Ltd,,allopathy,,156.0,False,quinther lf 80 mg/480 mg tablet |  | que pharma pvt ltd | allopathy | 
MED0181593,Quzar 400mg Tablet,Emcure Pharmaceuticals Ltd,,allopathy,,49.5,False,quzar 400mg tablet |  | emcure pharmaceuticals ltd | allopathy | 
MED0181594,Qazi 200mg/5ml Suspension,Palsons Derma,,allopathy,,38.46,False,qazi 200mg/5ml suspension |  | palsons derma | allopathy | 
MED0181595,Q Cef 500mg Tablet,Atsun Life Sciences,,allopathy,,500.0,False,q cef 500mg tablet |  | atsun life sciences | allopathy | 
MED0181596,Quxim 500mg Tablet,Quick Heal Life Sciences,,allopathy,,162.0,False,quxim 500mg tablet |  | quick heal life sciences | allopathy | 
MED0181597,Quinobid 200mg Tablet,Micro Labs Ltd,,allopathy,,38.42,False,quinobid 200mg tablet |  | micro labs ltd | allopathy | 
MED0181598,Quietal Plus 100 mg/2 mg Tablet,Consern Pharma Limited,,allopathy,,23.21,False,quietal plus 100 mg/2 mg tablet |  | consern pharma limited | allopathy | 
MED0181599,Qceph Clav 200mg/125mg Tablet,Emcure Pharmaceuticals Ltd,,allopathy,,186.33,False,qceph clav 200mg/125mg tablet |  | emcure pharmaceuticals ltd | allopathy | 
MED0181600,Quix 100mg Tablet,Que Pharma Pvt Ltd,,allopathy,,54.57,False,quix 100mg tablet |  | que pharma pvt ltd | allopathy | 
MED0181601,Qcmont LC 5mg/10mg Tablet,Qcl Life Science Pvt Ltd,,allopathy,,65.0,False,qcmont lc 5mg/10mg tablet |  | qcl life science pvt ltd | allopathy | 
MED0181602,Q-Zac 200 SR Tablet,Dorris Pharmaceutical Pvt Ltd,,allopathy,,134.0,False,q-zac 200 sr tablet |  | dorris pharmaceutical pvt ltd | allopathy | 
MED0181603,Quecain Syrup,Zennar Life Sciences,,allopathy,,88.0,False,quecain syrup |  | zennar life sciences | allopathy | 
MED0181604,Qufix Dry Syrup,Mediquest Inc.,,allopathy,,45.7,False,qufix dry syrup |  | mediquest inc. | allopathy | 
MED0181605,Quilox 750mg Tablet,Hamax Pharmaceuticals,,allopathy,,80.0,False,quilox 750mg tablet |  | hamax pharmaceuticals | allopathy | 
MED0181606,Qulef 750mg Tablet,Hetero Drugs Ltd,,allopathy,,42.0,False,qulef 750mg tablet |  | hetero drugs ltd | allopathy | 
MED0181607,Qtripil 400mg Tablet SR,Arinna Lifescience Pvt Ltd,,allopathy,,214.0,False,qtripil 400mg tablet sr |  | arinna lifescience pvt ltd | allopathy | 
MED0181608,Qcmont LC Kid 2.5mg/4mg Tablet,Qcl Life Science Pvt Ltd,,allopathy,,45.0,False,qcmont lc kid 2.5mg/4mg tablet |  | qcl life science pvt ltd | allopathy | 
MED0181609,Qril DM Syrup,Himalaya Meditek Pvt Ltd,,allopathy,,49.0,False,qril dm syrup |  | himalaya meditek pvt ltd | allopathy | 
MED0181610,Q-Cef 250 Tablet,Atsun Life Sciences,,allopathy,,300.0,False,q-cef 250 tablet |  | atsun life sciences | allopathy | 
MED0181611,Qurox 150mg Tablet,Cure Quick Pharmaceuticals,,allopathy,,148.5,False,qurox 150mg tablet |  | cure quick pharmaceuticals | allopathy | 
MED0181612,Qazi 250mg Tablet,Palsons Derma,,allopathy,,76.21,False,qazi 250mg tablet |  | palsons derma | allopathy | 
MED0181613,Quix 50mg Tablet DT,Que Pharma Pvt Ltd,,allopathy,,36.0,False,quix 50mg tablet dt |  | que pharma pvt ltd | allopathy | 
MED0181614,Qunage 300mg Tablet,Allenge India,,allopathy,,53.5,False,qunage 300mg tablet |  | allenge india | allopathy | 
MED0181615,Qutimed 100mg Tablet SR,Medon Pharmaceuticals Pvt Ltd,,allopathy,,83.0,False,qutimed 100mg tablet sr |  | medon pharmaceuticals pvt ltd | allopathy | 
MED0181616,Quper 3mg Tablet,Avyukt Pharmaceuticals,,allopathy,,38.0,False,quper 3mg tablet |  | avyukt pharmaceuticals | allopathy | 
MED0181617,Qticare 100mg Tablet SR,Care Formulation Labs Pvt Ltd,,allopathy,,110.0,False,qticare 100mg tablet sr |  | care formulation labs pvt ltd | allopathy | 
MED0181618,QPride-M3 Tablet PR,Quads Biotech Healthcare Private Limited,,allopathy,,78.0,False,qpride-m3 tablet pr |  | quads biotech healthcare private limited | allopathy | 
MED0181619,Qutis 150mg Suspension,Allentis Pharmaceuticals Pvt Ltd,,allopathy,,60.0,False,qutis 150mg suspension |  | allentis pharmaceuticals pvt ltd | allopathy | 
MED0181620,Quecee 300mg Tablet,Divine Lifecare Pvt Ltd,,allopathy,,60.0,False,quecee 300mg tablet |  | divine lifecare pvt ltd | allopathy | 
MED0181621,Qsart 40 Tablet,Quads Biotech Healthcare Private Limited,,allopathy,,68.0,False,qsart 40 tablet |  | quads biotech healthcare private limited | allopathy | 
MED0181622,Quincef 50mg Dry Syrup,Denchmed Pharma,,allopathy,,44.0,False,quincef 50mg dry syrup |  | denchmed pharma | allopathy | 
MED0181623,Quinox 250mg Tablet,Ar-Ex Laboratories Pvt Ltd,,allopathy,,125.0,True,quinox 250mg tablet |  | ar-ex laboratories pvt ltd | allopathy | 
MED0181624,Quinopic 150mg Syrup,PCI Pharmaceuticals,,allopathy,,6.15,False,quinopic 150mg syrup |  | pci pharmaceuticals | allopathy | 
MED0181625,Qsm 150mg Suspension,Leben Laboratories Pvt Ltd,,allopathy,,70.0,False,qsm 150mg suspension |  | leben laboratories pvt ltd | allopathy | 
MED0181626,Qtripril 300mg Tablet SR,Arinna Lifescience Pvt Ltd,,allopathy,,142.86,False,qtripril 300mg tablet sr |  | arinna lifescience pvt ltd | allopathy | 
MED0181627,Q Lim 500mg/500mg Injection,Acekinetics Healthcare Pvt Ltd,,allopathy,,1550.0,False,q lim 500mg/500mg injection |  | acekinetics healthcare pvt ltd | allopathy | 
MED0181628,Quorab D 10mg/20mg Tablet,Quixotic Pharma Pvt Ltd,,allopathy,,52.0,False,quorab d 10mg/20mg tablet |  | quixotic pharma pvt ltd | allopathy | 
MED0181629,Quticad  25mg Tablet,Cadila Pharmaceuticals Ltd,,allopathy,,20.0,False,quticad  25mg tablet |  | cadila pharmaceuticals ltd | allopathy | 
MED0181630,Quintop 3% Cream,Geolife Sciences,,allopathy,,92.0,False,quintop 3% cream |  | geolife sciences | allopathy | 
MED0181631,Qizopan 40mg Tablet,Cassopeia Pharmaceuticals Pvt Ltd,,allopathy,,57.0,False,qizopan 40mg tablet |  | cassopeia pharmaceuticals pvt ltd | allopathy | 
MED0181632,Qvcef AZ 200mg/250mg Tablet,Anista Healthcare,,allopathy,,299.0,False,qvcef az 200mg/250mg tablet |  | anista healthcare | allopathy | 
MED0181633,Qtexim-CV Tablet,Shashvat Healthcare,,allopathy,,156.0,False,qtexim-cv tablet |  | shashvat healthcare | allopathy | 
MED0181634,Quickcold Oral Drops,Igniva Marketing Pvt Ltd,,allopathy,,62.0,False,quickcold oral drops |  | igniva marketing pvt ltd | allopathy | 
MED0181635,Quintor OD 1000mg Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,76.5,False,quintor od 1000mg tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0181636,Quadric 250mg Capsule,Aurochem Laboratories India Pvt Ltd,,allopathy,,10.5,False,quadric 250mg capsule |  | aurochem laboratories india pvt ltd | allopathy | 
MED0181637,Quinomac 300mg Injection,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,18.68,False,quinomac 300mg injection |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0181638,Q Nine F 600mg Tablet,Southshourne Corporation India,,allopathy,,80.96,False,q nine f 600mg tablet |  | southshourne corporation india | allopathy | 
MED0181639,Qzinex 250mg Tablet,Inex Medicaments Pvt Ltd,,allopathy,,71.4,False,qzinex 250mg tablet |  | inex medicaments pvt ltd | allopathy | 
MED0181640,Qinomil-OZ Tablet,Meditouch Wellness,,allopathy,,100.0,False,qinomil-oz tablet |  | meditouch wellness | allopathy | 
MED0181641,Quin EC 250mg Tablet,Que Pharma Pvt Ltd,,allopathy,,6.42,False,quin ec 250mg tablet |  | que pharma pvt ltd | allopathy | 
MED0181642,Quickcort 30mg Tablet,Oracle Health Park Pvt Ltd,,allopathy,,326.0,False,quickcort 30mg tablet |  | oracle health park pvt ltd | allopathy | 
MED0181643,Qupraz 40mg Injection,Quest Pharmaceuticals,,allopathy,,58.0,False,qupraz 40mg injection |  | quest pharmaceuticals | allopathy | 
MED0181644,Quinoquin EC 600mg Tablet,Leo Pharmaceuticals,,allopathy,,65.0,False,quinoquin ec 600mg tablet |  | leo pharmaceuticals | allopathy | 
MED0181645,Quabro 100mg Tablet,Neiss Labs Pvt Ltd,,allopathy,,82.0,False,quabro 100mg tablet |  | neiss labs pvt ltd | allopathy | 
MED0181646,Quickrab D 30mg/20mg Capsule SR,Indoglobe Ventures Private Limited,,allopathy,,109.0,False,quickrab d 30mg/20mg capsule sr |  | indoglobe ventures private limited | allopathy | 
MED0181647,Qvert 25mg Tablet,Pegasus Farmaco India Pvt Ltd,,allopathy,,20.0,False,qvert 25mg tablet |  | pegasus farmaco india pvt ltd | allopathy | 
MED0181648,Q Bid 500mg Tablet,Kamron Laboratories Ltd,,allopathy,,66.52,False,q bid 500mg tablet |  | kamron laboratories ltd | allopathy | 
MED0181649,Qutil-EC 300 Tablet,Little Greave Pharmaceutical Pvt Ltd,,allopathy,,65.6,False,qutil-ec 300 tablet |  | little greave pharmaceutical pvt ltd | allopathy | 
MED0181650,Quilox Eye Drop,Hamax Pharmaceuticals,,allopathy,,6.5,False,quilox eye drop |  | hamax pharmaceuticals | allopathy | 
MED0181651,Quik IN 5mg/1mg Tablet,Medmyndrz Pharma,,allopathy,,130.0,False,quik in 5mg/1mg tablet |  | medmyndrz pharma | allopathy | 
MED0181652,Quadotron 1gm/0.125mg Injection,Neiss Labs Pvt Ltd,,allopathy,,492.0,False,quadotron 1gm/0.125mg injection |  | neiss labs pvt ltd | allopathy | 
MED0181653,Qutide 50mcg Injection,Quepreon Biologicals Pvt Ltd,,allopathy,,263.0,False,qutide 50mcg injection |  | quepreon biologicals pvt ltd | allopathy | 
MED0181654,Qpreg M 750mcg/75mg Capsule,Qrich Life Sciences,,allopathy,,115.0,False,qpreg m 750mcg/75mg capsule |  | qrich life sciences | allopathy | 
MED0181655,Qdon 4mg Tablet,Pegasus Farmaco India Pvt Ltd,,allopathy,,70.01,False,qdon 4mg tablet |  | pegasus farmaco india pvt ltd | allopathy | 
MED0181656,Quparin 25000IU Injection,Quepreon Biologicals Pvt Ltd,,allopathy,,205.68,False,quparin 25000iu injection |  | quepreon biologicals pvt ltd | allopathy | 
MED0181657,Qutip 100mg Tablet,Lia Life Sciences Pvt Ltd,,allopathy,,69.0,False,qutip 100mg tablet |  | lia life sciences pvt ltd | allopathy | 
MED0181658,Qutina 200mg Tablet SR,Matias Healthcare Pvt Ltd,,allopathy,,126.0,False,qutina 200mg tablet sr |  | matias healthcare pvt ltd | allopathy | 
MED0181659,Qubid 200mg Tablet,Flamingo Pharmaceuticals Ltd,,allopathy,,50.0,False,qubid 200mg tablet |  | flamingo pharmaceuticals ltd | allopathy | 
MED0181660,Qukcef-O Tablet,Kayess Healthcare,,allopathy,,184.0,False,qukcef-o tablet |  | kayess healthcare | allopathy | 
MED0181661,Qinomil 200 Tablet,Meditouch Wellness,,allopathy,,60.0,False,qinomil 200 tablet |  | meditouch wellness | allopathy | 
MED0181662,Qutide 100mcg Injection,Quepreon Biologicals Pvt Ltd,,allopathy,,461.0,False,qutide 100mcg injection |  | quepreon biologicals pvt ltd | allopathy | 
MED0181663,Quinolod 300mg Injection,Wockhardt Ltd,,allopathy,,14.37,False,quinolod 300mg injection |  | wockhardt ltd | allopathy | 
MED0181664,Quetinex 100mg Tablet,Nexkem Pharmaceuticals Pvt Ltd,,allopathy,,75.0,False,quetinex 100mg tablet |  | nexkem pharmaceuticals pvt ltd | allopathy | 
MED0181665,Q-Xon SB 1000mg/500mg Injection,Stensa Life Sciences,,allopathy,,130.0,False,q-xon sb 1000mg/500mg injection |  | stensa life sciences | allopathy | 
MED0181666,Qrastel 40mg Tablet,Q'RAS Pharmaceuticals,,allopathy,,50.0,False,qrastel 40mg tablet |  | q'ras pharmaceuticals | allopathy | 
MED0181667,Quikace MR 100mg/325mg/250mg Tablet,Aplonis Healthcare,,allopathy,,70.0,False,quikace mr 100mg/325mg/250mg tablet |  | aplonis healthcare | allopathy | 
MED0181668,Qcbi 500mg Tablet,Pharmed Ltd,,allopathy,,60.0,False,qcbi 500mg tablet |  | pharmed ltd | allopathy | 
MED0181669,Quinobid TZ 200 mg/600 mg Tablet,Micro Labs Ltd,,allopathy,,62.45,False,quinobid tz 200 mg/600 mg tablet |  | micro labs ltd | allopathy | 
MED0181670,Quin O Quin 300mg Tablet,Leo Pharmaceuticals,,allopathy,,61.9,False,quin o quin 300mg tablet |  | leo pharmaceuticals | allopathy | 
MED0181671,Qsart-B50 Tablet ER,Quads Biotech Healthcare Private Limited,,allopathy,,148.0,False,qsart-b50 tablet er |  | quads biotech healthcare private limited | allopathy | 
MED0181672,Qxim 200mg Tablet DT,Laxian Healthcare,,allopathy,,93.0,False,qxim 200mg tablet dt |  | laxian healthcare | allopathy | 
MED0181673,Quintec M Syrup,Retec Formulations Pvt Ltd,,allopathy,,30.0,False,quintec m syrup |  | retec formulations pvt ltd | allopathy | 
MED0181674,Qubic OZ 200mg/500mg Tablet,Adonis Healthcare,,allopathy,,72.0,False,qubic oz 200mg/500mg tablet |  | adonis healthcare | allopathy | 
MED0181675,Quinhext 320mg Tablet,Sanofi India  Ltd,,allopathy,,90.0,False,quinhext 320mg tablet |  | sanofi india  ltd | allopathy | 
MED0181676,Qutomal 300mg Injection,Almet Corporation Ltd,,allopathy,,17.26,False,qutomal 300mg injection |  | almet corporation ltd | allopathy | 
MED0181677,Qlox 400mg Tablet,Medi Organics,,allopathy,,94.04,False,qlox 400mg tablet |  | medi organics | allopathy | 
MED0181678,Q-Bact-TZ 500mg/600mg Tablet,Saga Laboratories,,allopathy,,67.5,False,q-bact-tz 500mg/600mg tablet |  | saga laboratories | allopathy | 
MED0181679,Qtisaar 40mg Tablet,Henry Pharmaceuticals,,allopathy,,59.0,False,qtisaar 40mg tablet |  | henry pharmaceuticals | allopathy | 
MED0181680,Qmec Plus Injection,Curasia Medilabs,,allopathy,,72.0,False,qmec plus injection |  | curasia medilabs | allopathy | 
MED0181681,Quetivius 25mg Tablet,Vesuvius Pharma Private Limited,,allopathy,,42.5,False,quetivius 25mg tablet |  | vesuvius pharma private limited | allopathy | 
MED0181682,Quikace P 100mg/325mg Tablet,Aplonis Healthcare,,allopathy,,44.0,False,quikace p 100mg/325mg tablet |  | aplonis healthcare | allopathy | 
MED0181683,Qucef Oral Suspension,Baroque Pharmaceuticals Pvt Ltd,,allopathy,,62.5,False,qucef oral suspension |  | baroque pharmaceuticals pvt ltd | allopathy | 
MED0181684,Quitcef XL 1000mg/500mg Injection,B.J.Healthcare,,allopathy,,280.0,False,quitcef xl 1000mg/500mg injection |  | b.j.healthcare | allopathy | 
MED0181685,Quinomac 100mg Suspension,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,44.73,False,quinomac 100mg suspension |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0181686,Qukcef-LB Dry Syrup,Kayess Healthcare,,allopathy,,49.0,False,qukcef-lb dry syrup |  | kayess healthcare | allopathy | 
MED0181687,Quinber 300mg Tablet,Calibar Pharmaceuticals,,allopathy,,55.82,False,quinber 300mg tablet |  | calibar pharmaceuticals | allopathy | 
MED0181688,Qupidox 200mg Tablet,Quepreon Biologicals Pvt Ltd,,allopathy,,189.0,False,qupidox 200mg tablet |  | quepreon biologicals pvt ltd | allopathy | 
MED0181689,Qucef 50mg Tablet DT,Dr Cure Pharmaceuticals India Pvt Ltd,,allopathy,,58.51,False,qucef 50mg tablet dt |  | dr cure pharmaceuticals india pvt ltd | allopathy | 
MED0181690,Quikace 200mg Tablet SR,Aplonis Healthcare,,allopathy,,50.0,False,quikace 200mg tablet sr |  | aplonis healthcare | allopathy | 
MED0181691,Qsp Suspension,Spire Pharma,,allopathy,,48.0,False,qsp suspension |  | spire pharma | allopathy | 
MED0181692,Q Vid 400mg Tablet,Que Pharma Pvt Ltd,,allopathy,,54.46,False,q vid 400mg tablet |  | que pharma pvt ltd | allopathy | 
MED0181693,Quinobid OZ Suspension,Micro Labs Ltd,,allopathy,,35.0,False,quinobid oz suspension |  | micro labs ltd | allopathy | 
MED0181694,Qusys 100mg Tablet,Kuresys Labs,,allopathy,,90.0,False,qusys 100mg tablet |  | kuresys labs | allopathy | 
MED0181695,Quadrocef 1gm/125mg Injection,Neiss Labs Pvt Ltd,,allopathy,,345.0,False,quadrocef 1gm/125mg injection |  | neiss labs pvt ltd | allopathy | 
MED0181696,Quinagyl OZ Tablet,Synthiko Formulations & Pharma Pvt Ltd,,allopathy,,71.93,False,quinagyl oz tablet |  | synthiko formulations & pharma pvt ltd | allopathy | 
MED0181697,Q Met 1000mg Tablet XL,Q Check Speciality Care,,allopathy,,42.5,False,q met 1000mg tablet xl |  | q check speciality care | allopathy | 
MED0181698,Qizace 200mg Tablet,Cassopeia Pharmaceuticals Pvt Ltd,,allopathy,,48.0,False,qizace 200mg tablet |  | cassopeia pharmaceuticals pvt ltd | allopathy | 
MED0181699,Quper 2 Tablet,Avyukt Pharmaceuticals,,allopathy,,30.0,False,quper 2 tablet |  | avyukt pharmaceuticals | allopathy | 
MED0181700,Qulong 25mg Tablet,RPG Life Sciences Ltd,,allopathy,,32.79,False,qulong 25mg tablet |  | rpg life sciences ltd | allopathy | 
MED0181701,Quelcold EX Syrup,Bonum Medelae Pvt Ltd,,allopathy,,49.35,False,quelcold ex syrup |  | bonum medelae pvt ltd | allopathy | 
MED0181702,Qcan Antifungal Dusting Powder,Best Biotech,,allopathy,,99.0,False,qcan antifungal dusting powder |  | best biotech | allopathy | 
MED0181703,Qunage 100mg Tablet,Allenge India,,allopathy,,24.0,False,qunage 100mg tablet |  | allenge india | allopathy | 
