catalogue_id,product,company,salt,dosage_form,pack,reference_price,discontinued,search_text
MED0214275,Trental 20mg/1ml Infusion,Sanofi India  Ltd,,allopathy,,6.64,True,trental 20mg/1ml infusion |  | sanofi india  ltd | allopathy | 
MED0214276,Tenamit 20 Tablet,Mitoch Pharma Pvt Ltd,,allopathy,,79.0,False,tenamit 20 tablet |  | mitoch pharma pvt ltd | allopathy | 
MED0214277,Timebond Dry Syrup,Brinton Pharmaceuticals Pvt Ltd,,allopathy,,128.0,False,timebond dry syrup |  | brinton pharmaceuticals pvt ltd | allopathy | 
MED0214278,Termipil 200mg Tablet,Alkem Laboratories Ltd,,allopathy,,336.53,False,termipil 200mg tablet |  | alkem laboratories ltd | allopathy | 
MED0214279,Tenzulix M 500 Tablet ER,Torrent Pharmaceuticals Ltd,,allopathy,,211.8,False,tenzulix m 500 tablet er |  | torrent pharmaceuticals ltd | allopathy | 
MED0214280,Trust Miso Tablet,Janani,,allopathy,,65.0,False,trust miso tablet |  | janani | allopathy | 
MED0214281,T-Mart 40 Tablet,Wallace Pharmaceuticals Pvt Ltd,,allopathy,,81.91,False,t-mart 40 tablet |  | wallace pharmaceuticals pvt ltd | allopathy | 
MED0214282,Trueclam Tablet,Avighna Medicare Pvt. Ltd.,,allopathy,,179.0,False,trueclam tablet |  | avighna medicare pvt. ltd. | allopathy | 
MED0214283,Telday 80 AM Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,244.1,False,telday 80 am tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0214284,Tolaxant 150mg Tablet,Galaxus Pharmaceuticals,,allopathy,,104.0,False,tolaxant 150mg tablet |  | galaxus pharmaceuticals | allopathy | 
MED0214285,Tafmune EM 200mg/25mg Tablet,Cipla Ltd,,allopathy,,1859.08,False,tafmune em 200mg/25mg tablet |  | cipla ltd | allopathy | 
MED0214286,Telmijub CH 40 Tablet,Jubilant Life Sciences,,allopathy,,96.8,False,telmijub ch 40 tablet |  | jubilant life sciences | allopathy | 
MED0214287,Toonz Syrup,Isis Healthcare Pvt Ltd,,allopathy,,89.0,False,toonz syrup |  | isis healthcare pvt ltd | allopathy | 
MED0214288,Tilmox-CV Dry Syrup,Tablets India Limited,,allopathy,,60.8,False,tilmox-cv dry syrup |  | tablets india limited | allopathy | 
MED0214289,Triolytic Tablet,Akesiss Pharma Pvt Ltd,,allopathy,,151.42,False,triolytic tablet |  | akesiss pharma pvt ltd | allopathy | 
MED0214290,Tusp Syrup,Alde Medi Impex Ltd,,allopathy,,79.0,False,tusp syrup |  | alde medi impex ltd | allopathy | 
MED0214291,Tranfib 500mg Tablet,Cipla Ltd,,allopathy,,178.29,False,tranfib 500mg tablet |  | cipla ltd | allopathy | 
MED0214292,Tridol 50mg Capsule,Alpa Laboratories Ltd,,allopathy,,50.0,False,tridol 50mg capsule |  | alpa laboratories ltd | allopathy | 
MED0214293,Topnil 25mg Tablet,Alteus Biogenics Pvt Ltd,,allopathy,,93.5,True,topnil 25mg tablet |  | alteus biogenics pvt ltd | allopathy | 
MED0214294,Tolu -XR 4 Tablet,Ipca Laboratories Ltd,,allopathy,,270.65,False,tolu -xr 4 tablet |  | ipca laboratories ltd | allopathy | 
MED0214295,Tiomist Respicap,Zydus Cadila,,allopathy,,173.2,False,tiomist respicap |  | zydus cadila | allopathy | 
MED0214296,Terbiderm Cream,Sun Pharmaceutical Industries Ltd,,allopathy,,50.4,False,terbiderm cream |  | sun pharmaceutical industries ltd | allopathy | 
MED0214297,Trucolax Oral Suspension,Rhine Biogenics Pvt Ltd,,allopathy,,74.8,False,trucolax oral suspension |  | rhine biogenics pvt ltd | allopathy | 
MED0214298,Tregmon Eye Drop,Zydus Cadila,,allopathy,,399.0,False,tregmon eye drop |  | zydus cadila | allopathy | 
MED0214299,Trioptal 150 Tablet,Novartis India Ltd,,allopathy,,95.81,False,trioptal 150 tablet |  | novartis india ltd | allopathy | 
MED0214300,Terbinadoc 250mg Tablet,Morepen Laboratories Ltd,,allopathy,,277.0,False,terbinadoc 250mg tablet |  | morepen laboratories ltd | allopathy | 
MED0214301,Terbinext Cream,Ethinext Pharma,,allopathy,,110.0,False,terbinext cream |  | ethinext pharma | allopathy | 
MED0214302,Tacrolix Forte Ointment,Cosderma Pharmaceuticals Pvt Ltd,,allopathy,,300.0,False,tacrolix forte ointment |  | cosderma pharmaceuticals pvt ltd | allopathy | 
MED0214303,Telmikaa AM Tablet,Troikaa Pharmaceuticals Ltd,,allopathy,,140.8,False,telmikaa am tablet |  | troikaa pharmaceuticals ltd | allopathy | 
MED0214304,Toprazol-D 30mg/40mg Capsule,Karnataka Antibiotics & Pharmaceuticals Ltd,,allopathy,,85.0,False,toprazol-d 30mg/40mg capsule |  | karnataka antibiotics & pharmaceuticals ltd | allopathy | 
MED0214305,Tusp BR Syrup,Alde Medi Impex Ltd,,allopathy,,79.0,False,tusp br syrup |  | alde medi impex ltd | allopathy | 
MED0214306,Tibomax 2.5mg Tablet,Zydus Cadila,,allopathy,,209.57,False,tibomax 2.5mg tablet |  | zydus cadila | allopathy | 
MED0214307,Trynor Tablet,AAR ESS Remedies Pvt Ltd,,allopathy,,159.0,False,trynor tablet |  | aar ess remedies pvt ltd | allopathy | 
MED0214308,TD 36 10mg Tablet,Shreya Life Sciences Pvt Ltd,,allopathy,,72.32,False,td 36 10mg tablet |  | shreya life sciences pvt ltd | allopathy | 
MED0214309,Tapal P Tablet,MSN Laboratories,,allopathy,,109.0,False,tapal p tablet |  | msn laboratories | allopathy | 
MED0214310,Teldawn Beta 40mg/25mg Tablet,Fusion Healthcare Pvt Ltd,,allopathy,,159.0,False,teldawn beta 40mg/25mg tablet |  | fusion healthcare pvt ltd | allopathy | 
MED0214311,Triapriglim 2 Tablet SR,Aprica Pharmaceuticals Pvt Ltd,,allopathy,,150.93,False,triapriglim 2 tablet sr |  | aprica pharmaceuticals pvt ltd | allopathy | 
MED0214312,Ticofic Plus 400mg Injection,Gufic Bioscience Ltd,,allopathy,,1919.0,False,ticofic plus 400mg injection |  | gufic bioscience ltd | allopathy | 
MED0214313,T2C-M 10/500 Tablet ER,Ipca Laboratories Ltd,,allopathy,,162.1,False,t2c-m 10/500 tablet er |  | ipca laboratories ltd | allopathy | 
MED0214314,Texina 1mg Tablet,Unison Pharmaceuticals Pvt Ltd,,allopathy,,18.6,False,texina 1mg tablet |  | unison pharmaceuticals pvt ltd | allopathy | 
MED0214315,Travel 10mg Tablet,Hab Pharmaceuticals and Research Ltd,,allopathy,,20.0,False,travel 10mg tablet |  | hab pharmaceuticals and research ltd | allopathy | 
MED0214316,Torget 40 Tablet,Zydus Cadila,,allopathy,,225.5,False,torget 40 tablet |  | zydus cadila | allopathy | 
MED0214317,Terbutaline Sulpha 0.5mg Injection,AstraZeneca,,allopathy,,33.0,False,terbutaline sulpha 0.5mg injection |  | astrazeneca | allopathy | 
MED0214318,Tranfib 250mg Tablet,Cipla Ltd,,allopathy,,160.0,False,tranfib 250mg tablet |  | cipla ltd | allopathy | 
MED0214319,Telbrit 40mg Tablet,Elbrit Life Sciences,,allopathy,,122.0,False,telbrit 40mg tablet |  | elbrit life sciences | allopathy | 
MED0214320,Tosiban 6.75mg Injection,Zuventus Healthcare Ltd,,allopathy,,1648.5,False,tosiban 6.75mg injection |  | zuventus healthcare ltd | allopathy | 
MED0214321,Topcef 50 DT Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,48.75,False,topcef 50 dt tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0214322,Traze 50 Tablet,La Pharmaceuticals,,allopathy,,61.15,False,traze 50 tablet |  | la pharmaceuticals | allopathy | 
MED0214323,Trigli 2 Tablet SR,Ordain Health Care Global Pvt Ltd,,allopathy,,120.5,False,trigli 2 tablet sr |  | ordain health care global pvt ltd | allopathy | 
MED0214324,Trioptal Suspension,Novartis India Ltd,,allopathy,,181.0,False,trioptal suspension |  | novartis india ltd | allopathy | 
MED0214325,Ticfree Tablet,Lyf Healthcare,,allopathy,,290.0,False,ticfree tablet |  | lyf healthcare | allopathy | 
MED0214326,Tobracid Eye Ointment,Entod Pharmaceuticals Ltd,,allopathy,,75.5,False,tobracid eye ointment |  | entod pharmaceuticals ltd | allopathy | 
MED0214327,Telgo 40mg Tablet,Johnlee Pharmaceuticals Pvt Ltd,,allopathy,,60.0,False,telgo 40mg tablet |  | johnlee pharmaceuticals pvt ltd | allopathy | 
MED0214328,Testoheal Soft Gelatin Capsule,Healing Pharma India Pvt Ltd,,allopathy,,195.0,False,testoheal soft gelatin capsule |  | healing pharma india pvt ltd | allopathy | 
MED0214329,TIOVA 18MCG MULTIHALER,Cipla Ltd,,allopathy,,459.0,True,tiova 18mcg multihaler |  | cipla ltd | allopathy | 
MED0214330,Tormax 5mg Tablet,Lividus Pharmaceuticals Pvt Ltd,,allopathy,,27.0,False,tormax 5mg tablet |  | lividus pharmaceuticals pvt ltd | allopathy | 
MED0214331,Telmed H 80 Tablet,Medley Pharmaceuticals,,allopathy,,201.0,False,telmed h 80 tablet |  | medley pharmaceuticals | allopathy | 
MED0214332,Toplift D 50mg Tablet,Ishjas Pharma Pvt Ltd,,allopathy,,165.0,False,toplift d 50mg tablet |  | ishjas pharma pvt ltd | allopathy | 
MED0214333,Tamixo Tablet MR,Aleixo Pharma,,allopathy,,118.9,False,tamixo tablet mr |  | aleixo pharma | allopathy | 
MED0214334,Tinytret 20mg Tablet,Amwill Healthcare,,allopathy,,180.0,False,tinytret 20mg tablet |  | amwill healthcare | allopathy | 
MED0214335,Tripty 10mg Tablet,Solvate Laboratries Pvt Ltd,,allopathy,,23.29,False,tripty 10mg tablet |  | solvate laboratries pvt ltd | allopathy | 
MED0214336,Turgoderm Cream,Nukind Healthcare Pvt Ltd,,allopathy,,128.0,False,turgoderm cream |  | nukind healthcare pvt ltd | allopathy | 
MED0214337,Trox Syrup,Eastern Drug,,allopathy,,61.95,False,trox syrup |  | eastern drug | allopathy | 
MED0214338,Tufderm-S Ointment,Apex Laboratories Pvt Ltd,,allopathy,,150.0,False,tufderm-s ointment |  | apex laboratories pvt ltd | allopathy | 
MED0214339,Thioford 100mg/4mg Tablet,Leeford Healthcare Ltd,,allopathy,,160.0,False,thioford 100mg/4mg tablet |  | leeford healthcare ltd | allopathy | 
MED0214340,Triptric 10mg Tablet,Cubit Healthcare,,allopathy,,28.65,False,triptric 10mg tablet |  | cubit healthcare | allopathy | 
MED0214341,Topovate NM Cream,Walberg Pharmaceuticals,,allopathy,,75.0,False,topovate nm cream |  | walberg pharmaceuticals | allopathy | 
MED0214342,Trida Tablet VT,Syncom Formulations  I  Limited,,allopathy,,52.0,False,trida tablet vt |  | syncom formulations  i  limited | allopathy | 
MED0214343,Tomkid 10mg Tablet,CNX Healthcare Pvt Ltd,,allopathy,,75.0,False,tomkid 10mg tablet |  | cnx healthcare pvt ltd | allopathy | 
MED0214344,Top 40mg Tablet,Shrinivas Gujarat Laboratories Pvt Ltd,,allopathy,,65.03,False,top 40mg tablet |  | shrinivas gujarat laboratories pvt ltd | allopathy | 
MED0214345,Thyronex 25 Tablet,Zeelab Pharmacy Pvt Ltd,,allopathy,,25.0,False,thyronex 25 tablet |  | zeelab pharmacy pvt ltd | allopathy | 
MED0214346,Tazomac 2000 mg/250 mg Injection,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,193.78,False,tazomac 2000 mg/250 mg injection |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0214347,Trimtee 10 Tablet,Neuracle Lifesciences Pvt Ltd,,allopathy,,16.0,False,trimtee 10 tablet |  | neuracle lifesciences pvt ltd | allopathy | 
MED0214348,Teneglipt M 500mg/20mg Tablet,Cognitive Life Sciences Ltd,,allopathy,,107.7,False,teneglipt m 500mg/20mg tablet |  | cognitive life sciences ltd | allopathy | 
MED0214349,Tetanus Toxoid Adsorbed 5LF Injection,Serum Institute Of India Ltd,,allopathy,,11.45,False,tetanus toxoid adsorbed 5lf injection |  | serum institute of india ltd | allopathy | 
MED0214350,Taxone OF Tablet,Mapra Laboratories Pvt Ltd,,allopathy,,103.0,False,taxone of tablet |  | mapra laboratories pvt ltd | allopathy | 
MED0214351,Tiomate Hfa 6mcg/9mcg Inhaler,Lupin Ltd,,allopathy,,718.0,False,tiomate hfa 6mcg/9mcg inhaler |  | lupin ltd | allopathy | 
MED0214352,Tricon Syrup,Crimson Lab Pvt  Ltd,,allopathy,,70.0,False,tricon syrup |  | crimson lab pvt  ltd | allopathy | 
MED0214353,Trymosin D Tablet,Archicare Limited,,allopathy,,60.0,False,trymosin d tablet |  | archicare limited | allopathy | 
MED0214354,Topex Expectorant,Ozone Pharmaceuticals Ltd,,allopathy,,80.52,False,topex expectorant |  | ozone pharmaceuticals ltd | allopathy | 
MED0214355,Topovid Ointment,Elder Pharmaceuticals Ltd,,allopathy,,113.5,False,topovid ointment |  | elder pharmaceuticals ltd | allopathy | 
MED0214356,Triben CN Cream,Jenburkt Pharmaceuticals Ltd,,allopathy,,99.75,False,triben cn cream |  | jenburkt pharmaceuticals ltd | allopathy | 
MED0214357,Tamadol P Tablet,Tycoon Pharmaceuticals Pvt Ltd,,allopathy,,69.0,False,tamadol p tablet |  | tycoon pharmaceuticals pvt ltd | allopathy | 
MED0214358,Torpanel 6 Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,218.7,False,torpanel 6 tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0214359,Tuloplast 1 Transdermal Patch,Zuventus Healthcare Ltd,,allopathy,,760.9,False,tuloplast 1 transdermal patch |  | zuventus healthcare ltd | allopathy | 
MED0214360,Tagamox LP Eye Drop,Austrak Pvt Ltd,,allopathy,,199.0,False,tagamox lp eye drop |  | austrak pvt ltd | allopathy | 
MED0214361,Tuffex Junior NF Syrup,Intas Pharmaceuticals Ltd,,allopathy,,59.0,False,tuffex junior nf syrup |  | intas pharmaceuticals ltd | allopathy | 
MED0214362,Toritz RA Injection,Torrent Pharmaceuticals Ltd,,allopathy,,36947.0,False,toritz ra injection |  | torrent pharmaceuticals ltd | allopathy | 
MED0214363,Tigemac 60mg Tablet,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,160.0,False,tigemac 60mg tablet |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0214364,Troypofol 10mg Injection,Troikaa Pharmaceuticals Ltd,,allopathy,,146.69,False,troypofol 10mg injection |  | troikaa pharmaceuticals ltd | allopathy | 
MED0214365,Tenepan-M 500 Tablet ER,Panacea Biotec Ltd,,allopathy,,128.65,False,tenepan-m 500 tablet er |  | panacea biotec ltd | allopathy | 
MED0214366,Triflame 400mg/325mg/10mg Tablet,Lincoln Pharmaceuticals Ltd,,allopathy,,145.0,False,triflame 400mg/325mg/10mg tablet |  | lincoln pharmaceuticals ltd | allopathy | 
MED0214367,Triact Tablet,Pharmtak Ophtalmics India Pvt Ltd,,allopathy,,52.0,False,triact tablet |  | pharmtak ophtalmics india pvt ltd | allopathy | 
MED0214368,Telx AM 40/5 Tablet,Alteus Biogenics Pvt Ltd,,allopathy,,142.5,False,telx am 40/5 tablet |  | alteus biogenics pvt ltd | allopathy | 
MED0214369,Trimetride 2 Tablet PR,Torrent Pharmaceuticals Ltd,,allopathy,,233.45,False,trimetride 2 tablet pr |  | torrent pharmaceuticals ltd | allopathy | 
MED0214370,Tepedict 50mg Tablet,Brainwave Healthcare Pvt Ltd,,allopathy,,165.0,False,tepedict 50mg tablet |  | brainwave healthcare pvt ltd | allopathy | 
MED0214371,Tencol 5mg Tablet,Bennet Pharmaceuticals Limited,,allopathy,,40.0,True,tencol 5mg tablet |  | bennet pharmaceuticals limited | allopathy | 
MED0214372,Tetradox 100mg Capsule,Sun Pharmaceutical Industries Ltd,,allopathy,,41.02,False,tetradox 100mg capsule |  | sun pharmaceutical industries ltd | allopathy | 
MED0214373,Tolu 2mg Tablet XR,Ipca Laboratories Ltd,,allopathy,,139.65,False,tolu 2mg tablet xr |  | ipca laboratories ltd | allopathy | 
MED0214374,Trixide 25 mg/10 mg Tablet,Talent India,,allopathy,,30.0,False,trixide 25 mg/10 mg tablet |  | talent india | allopathy | 
MED0214375,Tobaquit 4mg Chewing Gums,Cadila Pharmaceuticals Ltd,,allopathy,,52.83,False,tobaquit 4mg chewing gums |  | cadila pharmaceuticals ltd | allopathy | 
MED0214376,Trigaine Forte Lotion,Apple Therapeutics Pvt Ltd,,allopathy,,615.0,False,trigaine forte lotion |  | apple therapeutics pvt ltd | allopathy | 
MED0214377,Tuspress Syrup,Indoco Remedies Ltd,,allopathy,,72.0,False,tuspress syrup |  | indoco remedies ltd | allopathy | 
MED0214378,TC Plus Tablet,Intas Pharmaceuticals Ltd,,allopathy,,70.48,False,tc plus tablet |  | intas pharmaceuticals ltd | allopathy | 
MED0214379,Tdol Plus 500 mg/50 mg Tablet,Troikaa Pharmaceuticals Ltd,,allopathy,,71.42,False,tdol plus 500 mg/50 mg tablet |  | troikaa pharmaceuticals ltd | allopathy | 
MED0214380,Telmijub Beta 25 Tablet ER,Jubilant Life Sciences,,allopathy,,101.97,False,telmijub beta 25 tablet er |  | jubilant life sciences | allopathy | 
MED0214381,Tryl 10mg Tablet,Anax Lifescience,,allopathy,,22.0,False,tryl 10mg tablet |  | anax lifescience | allopathy | 
MED0214382,Turby LS Oral Drops,Nest Pharma,,allopathy,,45.0,False,turby ls oral drops |  | nest pharma | allopathy | 
MED0214383,Takfresh Fusion Eye Drop,Pharmtak Ophtalmics India Pvt Ltd,,allopathy,,160.0,False,takfresh fusion eye drop |  | pharmtak ophtalmics india pvt ltd | allopathy | 
MED0214384,Thivos 100 Tablet,Mova Pharmaceutical Pvt Ltd,,allopathy,,125.9,False,thivos 100 tablet |  | mova pharmaceutical pvt ltd | allopathy | 
MED0214385,Tavaren Eye Drop,Indoco Remedies Ltd,,allopathy,,650.0,False,tavaren eye drop |  | indoco remedies ltd | allopathy | 
MED0214386,Topibact 2% Ointment,Ochoa Laboratories Ltd,,allopathy,,102.88,False,topibact 2% ointment |  | ochoa laboratories ltd | allopathy | 
MED0214387,Trip 2 Tablet,Sarthi Life Sciences,,allopathy,,119.0,False,trip 2 tablet |  | sarthi life sciences | allopathy | 
MED0214388,Theofix 200mg Tablet,Iva Healthcare Pvt. Ltd.,,allopathy,,119.0,False,theofix 200mg tablet |  | iva healthcare pvt. ltd. | allopathy | 
MED0214389,Ticabest Tablet,Zuventus Healthcare Ltd,,allopathy,,250.0,False,ticabest tablet |  | zuventus healthcare ltd | allopathy | 
MED0214390,Tenomac 50 Tablet,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,28.06,False,tenomac 50 tablet |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0214391,Terapress 2 Tablet,Intas Pharmaceuticals Ltd,,allopathy,,137.5,False,terapress 2 tablet |  | intas pharmaceuticals ltd | allopathy | 
MED0214392,Telsite AMH 40mg Tablet,Sanofi India  Ltd,,allopathy,,161.94,False,telsite amh 40mg tablet |  | sanofi india  ltd | allopathy | 
MED0214393,Terbocet Cream,Kivi Labs Ltd,,allopathy,,43.5,False,terbocet cream |  | kivi labs ltd | allopathy | 
MED0214394,Tfil 5mg Tablet,Icon Life Sciences,,allopathy,,70.0,False,tfil 5mg tablet |  | icon life sciences | allopathy | 
MED0214395,Tuloplast 2 Transdermal Patch,Zuventus Healthcare Ltd,,allopathy,,828.1,False,tuloplast 2 transdermal patch |  | zuventus healthcare ltd | allopathy | 
MED0214396,Tranemic 500mg Injection,Samarth Life Sciences Pvt Ltd,,allopathy,,71.13,False,tranemic 500mg injection |  | samarth life sciences pvt ltd | allopathy | 
MED0214397,Theopod 50 Dry Syrup,Theogen Pvt Ltd,,allopathy,,82.1,False,theopod 50 dry syrup |  | theogen pvt ltd | allopathy | 
MED0214398,Telmas Trio 40mg/10mg/6.25mg Tablet,Zivago Pharma Private Limited,,allopathy,,110.0,False,telmas trio 40mg/10mg/6.25mg tablet |  | zivago pharma private limited | allopathy | 
MED0214399,Tolpride 150mg Tablet,Innovative Pharmaceuticals,,allopathy,,81.0,False,tolpride 150mg tablet |  | innovative pharmaceuticals | allopathy | 
MED0214400,Termiva Injection,Varenyam Healthcare Pvt Ltd,,allopathy,,299.0,False,termiva injection |  | varenyam healthcare pvt ltd | allopathy | 
MED0214401,Trust Neo Tablet,Janani,,allopathy,,210.0,False,trust neo tablet |  | janani | allopathy | 
MED0214402,Tenochek Tablet,Ipca Laboratories Ltd,,allopathy,,105.25,False,tenochek tablet |  | ipca laboratories ltd | allopathy | 
MED0214403,Tantum Gel,Elder Pharmaceuticals Ltd,,allopathy,,56.5,False,tantum gel |  | elder pharmaceuticals ltd | allopathy | 
MED0214404,Texina 2mg Tablet,Unison Pharmaceuticals Pvt Ltd,,allopathy,,22.05,False,texina 2mg tablet |  | unison pharmaceuticals pvt ltd | allopathy | 
MED0214405,Terapress 1 Tablet,Intas Pharmaceuticals Ltd,,allopathy,,89.5,False,terapress 1 tablet |  | intas pharmaceuticals ltd | allopathy | 
MED0214406,Teneliglip-M 1000mg/20mg Tablet,Akumentis Healthcare Ltd,,allopathy,,121.74,False,teneliglip-m 1000mg/20mg tablet |  | akumentis healthcare ltd | allopathy | 
MED0214407,Traxol 250mg Injection,Cachet Pharmaceuticals Pvt Ltd,,allopathy,,25.07,False,traxol 250mg injection |  | cachet pharmaceuticals pvt ltd | allopathy | 
MED0214408,Tariflox OZ Tablet,Cipla Ltd,,allopathy,,106.0,True,tariflox oz tablet |  | cipla ltd | allopathy | 
MED0214409,Tricyp Syrup,Alkem Laboratories Ltd,,allopathy,,230.98,False,tricyp syrup |  | alkem laboratories ltd | allopathy | 
MED0214410,Troylase 1IU Injection,Troikaa Pharmaceuticals Ltd,,allopathy,,96.36,False,troylase 1iu injection |  | troikaa pharmaceuticals ltd | allopathy | 
MED0214411,Topibrite H3 3% Cream,Amwill Healthcare,,allopathy,,98.0,False,topibrite h3 3% cream |  | amwill healthcare | allopathy | 
MED0214412,Tericox Capsule,Macleods Pharmaceuticals Pvt Ltd,,allopathy,,872.3,False,tericox capsule |  | macleods pharmaceuticals pvt ltd | allopathy | 
MED0214413,Telmikaa CT Tablet,Troikaa Pharmaceuticals Ltd,,allopathy,,105.9,False,telmikaa ct tablet |  | troikaa pharmaceuticals ltd | allopathy | 
MED0214414,Tacrovera Solution,Alkem Laboratories Ltd,,allopathy,,700.0,False,tacrovera solution |  | alkem laboratories ltd | allopathy | 
MED0214415,Taloprex Plus 20 mg Tablet,Arinna Lifescience Pvt Ltd,,allopathy,,169.4,False,taloprex plus 20 mg tablet |  | arinna lifescience pvt ltd | allopathy | 
MED0214416,Treatar L Tablet,Morepen Laboratories Ltd,,allopathy,,104.81,False,treatar l tablet |  | morepen laboratories ltd | allopathy | 
MED0214417,Tolmenta  150mg Tablet,Arinna Lifescience Pvt Ltd,,allopathy,,117.12,False,tolmenta  150mg tablet |  | arinna lifescience pvt ltd | allopathy | 
MED0214418,Telwake-Beta Tablet,Enovus Healthcare Pvt Ltd,,allopathy,,187.0,False,telwake-beta tablet |  | enovus healthcare pvt ltd | allopathy | 
MED0214419,Triben Lotion,Jenburkt Pharmaceuticals Ltd,,allopathy,,80.85,False,triben lotion |  | jenburkt pharmaceuticals ltd | allopathy | 
MED0214420,Torib 120mg Tablet,Overseas Healthcare Pvt Ltd,,allopathy,,160.0,False,torib 120mg tablet |  | overseas healthcare pvt ltd | allopathy | 
MED0214421,Timo-5 Eye Drop,Syntho Pharmaceuticals Pvt Ltd,,allopathy,,69.0,False,timo-5 eye drop |  | syntho pharmaceuticals pvt ltd | allopathy | 
MED0214422,Tegliptin-M 1000mg Tablet SR,Alkem Laboratories Ltd,,allopathy,,221.0,False,tegliptin-m 1000mg tablet sr |  | alkem laboratories ltd | allopathy | 
MED0214423,Telmigen 40 Tablet,Newgen Biotech Pvt. Ltd.,,allopathy,,55.7,False,telmigen 40 tablet |  | newgen biotech pvt. ltd. | allopathy | 
MED0214424,Texifen 500mg Tablet,Leeford Healthcare Ltd,,allopathy,,225.0,False,texifen 500mg tablet |  | leeford healthcare ltd | allopathy | 
MED0214425,Tikona M Cream,Abaris Healthcare,,allopathy,,88.0,False,tikona m cream |  | abaris healthcare | allopathy | 
MED0214426,Tel Cad CD 40 Tablet,Aprica Pharmaceuticals Pvt Ltd,,allopathy,,129.8,False,tel cad cd 40 tablet |  | aprica pharmaceuticals pvt ltd | allopathy | 
MED0214427,Topzole 40mg Tablet,Relax Pharma,,allopathy,,64.15,False,topzole 40mg tablet |  | relax pharma | allopathy | 
MED0214428,Triphen 2mg Tablet,Sun Pharmaceutical Industries Ltd,,allopathy,,11.86,False,triphen 2mg tablet |  | sun pharmaceutical industries ltd | allopathy | 
MED0214429,Torcel 20 Tablet,Celera Healthcare Pvt. Ltd.,,allopathy,,55.0,False,torcel 20 tablet |  | celera healthcare pvt. ltd. | allopathy | 
MED0214430,Tamsufine-D Tablet ER,Morepen Laboratories Ltd,,allopathy,,255.0,False,tamsufine-d tablet er |  | morepen laboratories ltd | allopathy | 
MED0214431,Tofacare 5 Tablet,Care Formulation Labs Pvt Ltd,,allopathy,,365.0,False,tofacare 5 tablet |  | care formulation labs pvt ltd | allopathy | 
MED0214432,Traxol T 500 mg/62.5 mg Injection,Cachet Pharmaceuticals Pvt Ltd,,allopathy,,87.41,False,traxol t 500 mg/62.5 mg injection |  | cachet pharmaceuticals pvt ltd | allopathy | 
MED0214433,Tolpa 10mg Tablet,Micro Labs Ltd,,allopathy,,76.0,False,tolpa 10mg tablet |  | micro labs ltd | allopathy | 
MED0214434,TG-Tor EZ Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,220.1,False,tg-tor ez tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0214435,Twagic SP 100 mg/325 mg/15 mg Tablet,Kepler Health Care,,allopathy,,90.75,False,twagic sp 100 mg/325 mg/15 mg tablet |  | kepler health care | allopathy | 
MED0214436,Terbimax-F Cream,Galcare Pharmaceutical Pvt Ltd,,allopathy,,89.0,False,terbimax-f cream |  | galcare pharmaceutical pvt ltd | allopathy | 
MED0214437,Thiosyl 8mg Capsule,Salvus Pharma,,allopathy,,280.0,False,thiosyl 8mg capsule |  | salvus pharma | allopathy | 
MED0214438,Taurvaith Tablet,Advaith Life Sciences Pvt Ltd,,allopathy,,200.0,False,taurvaith tablet |  | advaith life sciences pvt ltd | allopathy | 
MED0214439,Thiopred 80 Injection,Lee Chem Biotech Pvt Ltd,,allopathy,,113.0,False,thiopred 80 injection |  | lee chem biotech pvt ltd | allopathy | 
MED0214440,Triomune 150mg/40mg/200mg Tablet,Cipla Ltd,,allopathy,,683.73,False,triomune 150mg/40mg/200mg tablet |  | cipla ltd | allopathy | 
MED0214441,Thioblis-F 4 Tablet,Alniche Life Sciences Pvt Ltd,,allopathy,,175.0,False,thioblis-f 4 tablet |  | alniche life sciences pvt ltd | allopathy | 
MED0214442,Trixime 200mg Tablet,Auztus Laboratories Pvt Ltd,,allopathy,,129.95,False,trixime 200mg tablet |  | auztus laboratories pvt ltd | allopathy | 
MED0214443,Tolol AM 25mg Tablet,Torrent Pharmaceuticals Ltd,,allopathy,,106.1,False,tolol am 25mg tablet |  | torrent pharmaceuticals ltd | allopathy | 
MED0214444,Tetanus Toxoid TF Injection,Serum Institute Of India Ltd,,allopathy,,27.1,False,tetanus toxoid tf injection |  | serum institute of india ltd | allopathy | 
MED0214445,Torutic-Plus Tablet,Arrient Healthcare Pvt Ltd,,allopathy,,99.0,False,torutic-plus tablet |  | arrient healthcare pvt ltd | allopathy | 
MED0214446,Telsite 20mg Tablet,Sanofi India  Ltd,,allopathy,,67.98,False,telsite 20mg tablet |  | sanofi india  ltd | allopathy | 
